Customer ID,Quarter,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
4572-DVCGN,Q3,3,Churned,Yes,1,85,3598,Competitor,Competitor made better offer
1010-DIAUQ,Q3,3,Churned,Yes,1,91,5383,Competitor,Competitor made better offer
0259-GBZSH,Q3,1,Churned,Yes,1,73,3878,Competitor,Competitor made better offer
9601-BRXPO,Q3,3,Churned,Yes,1,66,3642,Competitor,Competitor made better offer
6905-NIQIN,Q3,1,Churned,Yes,1,76,2431,Competitor,Competitor made better offer
5167-ZFFMM,Q3,3,Churned,Yes,1,81,3424,Competitor,Competitor made better offer
6599-CEBNN,Q3,3,Churned,Yes,1,94,5795,Competitor,Competitor made better offer
0979-PHULV,Q3,3,Churned,Yes,1,80,4020,Competitor,Competitor made better offer
4800-VHZKI,Q3,3,Churned,Yes,1,92,3351,Competitor,Competitor made better offer
7989-CHGTL,Q3,1,Churned,Yes,1,95,3448,Competitor,Competitor made better offer
0578-SKVMF,Q3,1,Churned,Yes,1,88,3804,Competitor,Competitor had better devices
9063-ZGTUY,Q3,3,Churned,Yes,1,82,4221,Price,Long distance charges
2957-LOLHO,Q3,3,Churned,Yes,1,68,2887,Competitor,Competitor made better offer
7752-XUSCI,Q3,2,Churned,Yes,1,84,4105,Other,Don't know
4110-PFEUZ,Q3,1,Churned,Yes,1,73,2792,Competitor,Competitor had better devices
0256-LTHVJ,Q3,1,Churned,Yes,1,91,5201,Competitor,Competitor had better devices
0880-TKATG,Q3,1,Churned,Yes,1,84,4417,Competitor,Competitor had better devices
3811-VBYBZ,Q3,1,Churned,Yes,1,91,2031,Competitor,Competitor had better devices
4640-UHDOS,Q3,1,Churned,Yes,1,91,4498,Competitor,Competitor had better devices
3583-EKAPL,Q3,1,Churned,Yes,1,71,4877,Competitor,Competitor had better devices
9399-APLBT,Q3,1,Churned,Yes,1,80,5980,Competitor,Competitor had better devices
2359-KMGLI,Q3,1,Churned,Yes,1,77,4418,Competitor,Competitor had better devices
0306-JAELE,Q3,1,Churned,Yes,1,66,4192,Competitor,Competitor made better offer
6227-HWPWX,Q3,1,Churned,Yes,1,73,5671,Competitor,Competitor had better devices
0447-BEMNG,Q3,1,Churned,Yes,1,65,4926,Price,Price too high
5949-XIKAE,Q3,1,Churned,Yes,1,65,2879,Dissatisfaction,Product dissatisfaction
8372-JUXUI,Q3,1,Churned,Yes,1,93,2814,Competitor,Competitor had better devices
0388-EOPEX,Q3,1,Churned,Yes,1,77,4263,Attitude,Attitude of support person
8205-OTCHB,Q3,3,Churned,Yes,1,66,3099,Dissatisfaction,Network reliability
7783-YKGDV,Q3,1,Churned,Yes,1,76,2538,Price,Lack of affordable download/upload speed
7218-HKQFK,Q3,2,Churned,Yes,1,72,3715,Other,Don't know
4636-QRJKY,Q3,3,Churned,Yes,1,91,5032,Price,Price too high
9412-GHEEC,Q3,1,Churned,Yes,1,88,3492,Competitor,Competitor had better devices
6825-UYPFK,Q3,1,Churned,Yes,1,81,2115,Dissatisfaction,Network reliability
8397-MVTAZ,Q3,3,Churned,Yes,1,72,2568,Other,Poor expertise of online support
9282-IZGQK,Q3,3,Churned,Yes,1,80,5679,Other,Don't know
1342-JPNKI,Q3,3,Churned,Yes,1,85,2966,Other,Don't know
2817-NTQDO,Q3,3,Churned,Yes,1,74,4856,Dissatisfaction,Poor expertise of online support
6986-IJDHX,Q3,1,Churned,Yes,1,91,3364,Competitor,Competitor had better devices
5301-GAUUY,Q3,1,Churned,Yes,1,92,5974,Competitor,Competitor had better devices
0939-YAPAF,Q3,3,Churned,Yes,1,72,2744,Competitor,Competitor offered higher download speeds
4710-FDUIZ,Q3,2,Churned,Yes,1,67,5170,Competitor,Competitor offered more data
1218-VKFPE,Q3,1,Churned,Yes,1,72,3535,Competitor,Competitor made better offer
3627-FHKBK,Q3,1,Churned,Yes,1,87,3244,Competitor,Competitor had better devices
0719-SYFRB,Q3,1,Churned,Yes,1,67,5670,Competitor,Competitor offered higher download speeds
6543-CPZMK,Q3,2,Churned,Yes,1,83,2573,Competitor,Competitor offered more data
4765-OXPPD,Q3,1,Churned,Yes,1,76,3983,Competitor,Competitor offered more data
1009-IRMNA,Q3,3,Churned,Yes,1,91,4479,Attitude,Attitude of support person
7207-RMRDB,Q3,1,Churned,Yes,1,89,5720,Competitor,Competitor had better devices
0195-IESCP,Q3,3,Churned,Yes,1,75,3573,Competitor,Competitor offered more data
4580-TMHJU,Q3,2,Churned,Yes,1,65,2152,Other,Don't know
0970-ETWGE,Q3,2,Churned,Yes,1,91,4996,Competitor,Competitor had better devices
0887-HJGAR,Q3,3,Churned,Yes,1,95,2295,Competitor,Competitor offered higher download speeds
9576-ANLXO,Q3,1,Churned,Yes,1,87,2876,Competitor,Competitor offered higher download speeds
2024-BASKD,Q3,3,Churned,Yes,1,94,3860,Competitor,Competitor offered more data
4464-JCOLN,Q3,3,Churned,Yes,1,68,2362,Attitude,Attitude of support person
5650-VDUDS,Q3,2,Churned,Yes,1,93,2038,Competitor,Competitor made better offer
7538-GWHML,Q3,2,Churned,Yes,1,80,2323,Competitor,Competitor made better offer
3859-CVCET,Q3,1,Churned,Yes,1,78,2864,Competitor,Competitor had better devices
3276-HDUEG,Q3,2,Churned,Yes,1,78,4838,Competitor,Competitor made better offer
0822-GAVAP,Q3,1,Churned,Yes,1,65,3146,Competitor,Competitor made better offer
1448-PWKYE,Q3,1,Churned,Yes,1,88,2046,Competitor,Competitor had better devices
2276-YDAVZ,Q3,3,Churned,Yes,1,92,4965,Competitor,Competitor made better offer
5896-NPFWW,Q3,1,Churned,Yes,1,93,3273,Competitor,Competitor made better offer
7133-VBDCG,Q3,2,Churned,Yes,1,91,4535,Competitor,Competitor made better offer
1029-QFBEN,Q3,2,Churned,Yes,1,95,3556,Competitor,Competitor made better offer
4952-YSOGZ,Q3,3,Churned,Yes,1,95,5640,Competitor,Competitor made better offer
1589-AGTLK,Q3,3,Churned,Yes,1,90,2450,Other,Don't know
6439-GTPCA,Q3,1,Churned,Yes,1,90,5269,Competitor,Competitor made better offer
5138-WVKYJ,Q3,1,Churned,Yes,1,93,3658,Competitor,Competitor made better offer
2189-WWOEW,Q3,3,Churned,Yes,1,96,3579,Other,Don't know
1894-IGFSG,Q3,1,Churned,Yes,1,82,3161,Competitor,Competitor had better devices
7379-POKDZ,Q3,1,Churned,Yes,1,66,3038,Competitor,Competitor had better devices
0236-HFWSV,Q3,1,Churned,Yes,1,77,5264,Competitor,Competitor had better devices
3900-AQPHZ,Q3,2,Churned,Yes,1,91,4248,Attitude,Attitude of support person
5842-POCOP,Q3,1,Churned,Yes,1,79,4356,Competitor,Competitor offered higher download speeds
2037-XJFUP,Q3,2,Churned,Yes,1,76,4161,Competitor,Competitor made better offer
7314-OXENN,Q3,3,Churned,Yes,1,90,3051,Competitor,Competitor made better offer
0322-CHQRU,Q3,1,Churned,Yes,1,81,3478,Competitor,Competitor had better devices
4678-DVQEO,Q3,1,Churned,Yes,1,71,4138,Competitor,Competitor made better offer
3009-JWMPU,Q3,2,Churned,Yes,1,92,5016,Attitude,Attitude of service provider
1450-GALXR,Q3,1,Churned,Yes,1,74,5184,Competitor,Competitor had better devices
3138-BKYAV,Q3,3,Churned,Yes,1,75,4694,Attitude,Attitude of service provider
4289-DTDKW,Q3,1,Churned,Yes,1,70,2576,Competitor,Competitor had better devices
1820-TQVEV,Q3,2,Churned,Yes,1,76,3042,Attitude,Attitude of support person
2239-JALAW,Q3,1,Churned,Yes,1,74,6105,Competitor,Competitor made better offer
4853-RULSV,Q3,1,Churned,Yes,1,80,4544,Attitude,Attitude of service provider
6275-YDUVO,Q3,3,Churned,Yes,1,95,2969,Attitude,Attitude of service provider
0115-TFERT,Q3,3,Churned,Yes,1,89,4123,Attitude,Attitude of service provider
2311-QYMUQ,Q3,3,Churned,Yes,1,73,3696,Attitude,Attitude of support person
3104-OWCGK,Q3,3,Churned,Yes,1,76,4111,Other,Moved
9101-BWFSS,Q3,2,Churned,Yes,1,82,4274,Other,Moved
6982-SSHFK,Q3,1,Churned,Yes,1,89,3522,Competitor,Competitor had better devices
1038-ZAGBI,Q3,3,Churned,Yes,1,94,2653,Attitude,Attitude of support person
3027-ZTDHO,Q3,1,Churned,Yes,1,80,5951,Other,Don't know
2382-BCKQJ,Q3,3,Churned,Yes,1,91,5600,Competitor,Competitor made better offer
2207-NHRJK,Q3,1,Churned,Yes,1,85,3718,Competitor,Competitor had better devices
9944-HKVVB,Q3,1,Churned,Yes,1,77,5861,Competitor,Competitor had better devices
4124-MMETB,Q3,2,Churned,Yes,1,85,3665,Competitor,Competitor offered higher download speeds
3671-SHRSP,Q3,3,Churned,Yes,1,86,3080,Competitor,Competitor offered more data
3313-QKNKB,Q3,3,Churned,Yes,1,80,6304,Competitor,Competitor offered more data
5073-WXOYN,Q3,2,Churned,Yes,1,67,4941,Competitor,Competitor offered more data
0207-MDKNV,Q3,1,Churned,Yes,1,84,2122,Competitor,Competitor made better offer
9851-KIELU,Q3,1,Churned,Yes,1,76,5803,Competitor,Competitor made better offer
3908-BLSYF,Q3,1,Churned,Yes,1,90,3962,Competitor,Competitor had better devices
7549-MYGPK,Q3,2,Churned,Yes,1,79,5413,Price,Price too high
3804-RVTGV,Q3,2,Churned,Yes,1,91,5812,Price,Price too high
9227-LUNBG,Q3,2,Churned,Yes,1,76,5768,Price,Price too high
4315-MURBD,Q3,1,Churned,Yes,1,71,5559,Price,Price too high
9734-YWGEX,Q3,2,Churned,Yes,1,81,2954,Price,Price too high
2719-BDAQO,Q3,1,Churned,Yes,1,93,4940,Price,Price too high
9625-QSTYE,Q3,1,Churned,Yes,1,79,4806,Competitor,Competitor had better devices
6400-BWQKW,Q3,1,Churned,Yes,1,91,3263,Dissatisfaction,Network reliability
6680-WKXRZ,Q3,3,Churned,Yes,1,90,2054,Other,Don't know
9448-REEVD,Q3,3,Churned,Yes,1,74,3700,Other,Don't know
9117-SHLZX,Q3,3,Churned,Yes,1,72,3571,Dissatisfaction,Poor expertise of phone support
4541-RMRLG,Q3,3,Churned,Yes,1,82,4489,Attitude,Attitude of support person
3158-MOERK,Q3,2,Churned,Yes,1,83,3391,Competitor,Competitor offered more data
7294-TMAOP,Q3,2,Churned,Yes,1,72,2627,Competitor,Competitor made better offer
2834-JRTUA,Q3,1,Churned,Yes,1,81,5200,Competitor,Competitor had better devices
5875-YPQFJ,Q3,3,Churned,Yes,1,84,5367,Competitor,Competitor offered higher download speeds
8603-IJWDN,Q3,3,Churned,Yes,1,93,5228,Competitor,Competitor offered higher download speeds
3842-IYKUE,Q3,2,Churned,Yes,1,88,2455,Competitor,Competitor offered more data
6641-XRPSU,Q3,2,Churned,Yes,1,93,2318,Competitor,Competitor offered more data
8357-EQXFO,Q3,2,Churned,Yes,1,92,3077,Competitor,Competitor made better offer
9524-EGPJC,Q3,1,Churned,Yes,1,80,4260,Competitor,Competitor offered higher download speeds
6993-OHLXR,Q3,1,Churned,Yes,1,84,5225,Competitor,Competitor had better devices
8818-XYFCQ,Q3,1,Churned,Yes,1,71,5026,Competitor,Competitor made better offer
4695-VADHF,Q3,1,Churned,Yes,1,84,2989,Competitor,Competitor had better devices
3863-IUBJR,Q3,1,Churned,Yes,1,78,2595,Competitor,Competitor had better devices
8436-BJUMM,Q3,3,Churned,Yes,1,84,2404,Competitor,Competitor offered higher download speeds
9948-YPTDG,Q3,1,Churned,Yes,1,85,2405,Competitor,Competitor offered more data
4883-QICIH,Q3,2,Churned,Yes,1,96,2356,Other,Don't know
8329-IBCTI,Q3,3,Churned,Yes,1,91,5881,Competitor,Competitor made better offer
5669-SRAIP,Q3,2,Churned,Yes,1,93,2863,Competitor,Competitor offered higher download speeds
5981-ITEMU,Q3,3,Churned,Yes,1,67,3099,Competitor,Competitor offered more data
6941-PMGEP,Q3,3,Churned,Yes,1,90,3937,Competitor,Competitor made better offer
1624-WOIWJ,Q3,1,Churned,Yes,1,69,5686,Competitor,Competitor had better devices
2074-GKOWZ,Q3,1,Churned,Yes,1,73,3851,Competitor,Competitor had better devices
0376-YMCJC,Q3,2,Churned,Yes,1,82,4359,Competitor,Competitor offered higher download speeds
0634-SZPQA,Q3,2,Churned,Yes,1,67,4650,Competitor,Competitor offered higher download speeds
5536-RTPWK,Q3,2,Churned,Yes,1,91,5157,Competitor,Competitor offered higher download speeds
6166-ILMNY,Q3,1,Churned,Yes,1,68,5667,Competitor,Competitor had better devices
3097-NNSPB,Q3,1,Churned,Yes,1,91,2960,Competitor,Competitor had better devices
0655-RBDUG,Q3,1,Churned,Yes,1,86,2561,Competitor,Competitor had better devices
4361-BKAXE,Q3,1,Churned,Yes,1,80,3038,Competitor,Competitor made better offer
9878-TNQGW,Q3,3,Churned,Yes,1,65,3533,Competitor,Competitor made better offer
4607-CHPCA,Q3,3,Churned,Yes,1,91,5801,Competitor,Competitor made better offer
8824-RWFXJ,Q3,1,Churned,Yes,1,83,2539,Competitor,Competitor had better devices
9763-PDTKK,Q3,1,Churned,Yes,1,74,4249,Competitor,Competitor had better devices
7627-JKIAZ,Q3,3,Churned,Yes,1,90,3982,Competitor,Competitor offered higher download speeds
4081-DYXAV,Q3,3,Churned,Yes,1,72,5182,Competitor,Competitor offered higher download speeds
0927-LCSMG,Q3,3,Churned,Yes,1,75,3331,Competitor,Competitor offered more data
8257-RZAHR,Q3,1,Churned,Yes,1,86,4049,Competitor,Competitor offered more data
0841-NULXI,Q3,1,Churned,Yes,1,71,3958,Other,Don't know
7851-WZEKY,Q3,2,Churned,Yes,1,82,2414,Competitor,Competitor made better offer
8844-TONUD,Q3,1,Churned,Yes,1,75,5295,Competitor,Competitor had better devices
5868-CZJDR,Q3,2,Churned,Yes,1,85,3605,Attitude,Attitude of service provider
0135-NMXAP,Q3,3,Churned,Yes,1,90,5671,Attitude,Attitude of support person
6270-OMFIW,Q3,2,Churned,Yes,1,91,4990,Attitude,Attitude of support person
0107-WESLM,Q3,2,Churned,Yes,1,66,3874,Attitude,Attitude of support person
3992-YWPKO,Q3,1,Churned,Yes,1,69,5750,Competitor,Competitor had better devices
0125-LZQXK,Q3,2,Churned,Yes,1,91,3025,Attitude,Attitude of service provider
5673-FSSMF,Q3,3,Churned,Yes,1,91,4611,Attitude,Attitude of support person
1579-KLYDT,Q3,2,Churned,Yes,1,91,5356,Competitor,Competitor made better offer
3927-NLNRY,Q3,3,Churned,Yes,1,96,5414,Other,Moved
6358-LYNGM,Q3,3,Churned,Yes,1,84,2548,Other,Moved
5494-HECPR,Q3,2,Churned,Yes,1,69,2502,Other,Moved
9824-BEMCV,Q3,2,Churned,Yes,1,77,3368,Competitor,Competitor offered higher download speeds
1373-ORVIZ,Q3,1,Churned,Yes,1,91,2860,Competitor,Competitor had better devices
9866-QEVEE,Q3,1,Churned,Yes,1,91,4857,Competitor,Competitor had better devices
9897-KXHCM,Q3,1,Churned,Yes,1,72,3212,Competitor,Competitor offered higher download speeds
7979-CORPM,Q3,2,Churned,Yes,1,67,5927,Other,Don't know
1618-CFHME,Q3,1,Churned,Yes,1,86,2101,Other,Don't know
3165-HDOEW,Q3,2,Churned,Yes,1,73,3706,Other,Don't know
6581-NQCBA,Q3,1,Churned,Yes,1,78,4840,Other,Don't know
1689-MRZQR,Q3,3,Churned,Yes,1,77,2777,Other,Don't know
5835-BEQEU,Q3,2,Churned,Yes,1,92,4428,Competitor,Competitor made better offer
5552-ZNFSJ,Q3,3,Churned,Yes,1,66,4568,Other,Poor expertise of online support
2223-KAGMX,Q3,1,Churned,Yes,1,87,5379,Price,Long distance charges
7321-PKUYW,Q3,1,Churned,Yes,1,66,5250,Competitor,Competitor had better devices
2833-SLKDQ,Q3,1,Churned,Yes,1,91,4094,Competitor,Competitor had better devices
7595-EUIVN,Q3,1,Churned,Yes,1,70,3940,Competitor,Competitor had better devices
2026-TGDHM,Q3,1,Churned,Yes,1,69,3830,Competitor,Competitor had better devices
4030-VPZBD,Q3,2,Churned,Yes,1,91,2860,Dissatisfaction,Network reliability
2408-TZMJL,Q3,1,Churned,Yes,1,90,4601,Dissatisfaction,Network reliability
7993-PYKOF,Q3,1,Churned,Yes,1,80,2587,Dissatisfaction,Network reliability
5027-XWQHA,Q3,2,Churned,Yes,1,78,2087,Dissatisfaction,Network reliability
4566-QVRRW,Q3,1,Churned,Yes,1,84,3200,Competitor,Competitor had better devices
0201-OAMXR,Q3,1,Churned,Yes,1,87,4838,Dissatisfaction,Network reliability
7831-QGOXH,Q3,3,Churned,Yes,1,77,3326,Other,Don't know
6393-WRYZE,Q3,2,Churned,Yes,1,87,3979,Other,Don't know
6599-RCLCJ,Q3,2,Churned,Yes,1,90,5863,Competitor,Competitor made better offer
9831-BPFRI,Q3,2,Churned,Yes,1,65,3849,Dissatisfaction,Poor expertise of online support
1725-MIMXW,Q3,2,Churned,Yes,1,78,5687,Dissatisfaction,Poor expertise of phone support
0031-PVLZI,Q3,1,Churned,Yes,1,81,4133,Price,Long distance charges
4791-QRGMF,Q3,3,Churned,Yes,1,76,6098,Competitor,Competitor offered more data
4671-LXRDQ,Q3,1,Churned,Yes,1,93,5704,Competitor,Competitor had better devices
1934-SJVJK,Q3,2,Churned,Yes,1,70,4103,Price,Long distance charges
3838-OZURD,Q3,1,Churned,Yes,1,96,5723,Competitor,Competitor had better devices
9269-CQOOL,Q3,1,Churned,Yes,1,66,3335,Competitor,Competitor had better devices
2845-HSJCY,Q3,2,Churned,Yes,1,78,4786,Competitor,Competitor made better offer
1184-PJVDB,Q3,1,Churned,Yes,1,68,5640,Competitor,Competitor had better devices
9415-DPEWS,Q3,3,Churned,Yes,1,96,5727,Competitor,Competitor offered more data
7943-RQCHR,Q3,2,Churned,Yes,1,83,2893,Competitor,Competitor offered more data
3249-ZPQRG,Q3,1,Churned,Yes,1,67,5048,Competitor,Competitor made better offer
2568-BRGYX,Q3,1,Churned,Yes,1,92,5094,Competitor,Competitor had better devices
7721-JXEAW,Q3,2,Churned,Yes,1,70,4324,Competitor,Competitor offered higher download speeds
7249-WBIYX,Q3,2,Churned,Yes,1,70,5146,Competitor,Competitor offered more data
3164-AALRN,Q3,2,Churned,Yes,1,77,2673,Competitor,Competitor had better devices
3334-CTHOL,Q3,2,Churned,Yes,1,71,2041,Competitor,Competitor had better devices
4704-ERYFC,Q3,1,Churned,Yes,1,85,2159,Competitor,Competitor offered higher download speeds
0471-LVHGK,Q3,2,Churned,Yes,1,86,2041,Competitor,Competitor offered higher download speeds
9518-RWHZL,Q3,1,Churned,Yes,1,69,5452,Competitor,Competitor had better devices
6240-EURKS,Q3,2,Churned,Yes,1,76,2649,Competitor,Competitor offered more data
6960-HVYXR,Q3,1,Churned,Yes,1,72,2567,Competitor,Competitor made better offer
7861-UVUFT,Q3,1,Churned,Yes,1,86,4003,Competitor,Competitor had better devices
0680-DFNNY,Q3,2,Churned,Yes,1,90,2055,Competitor,Competitor offered more data
7767-UXAGJ,Q3,3,Churned,Yes,1,68,2928,Competitor,Competitor made better offer
1571-SAVHK,Q3,1,Churned,Yes,1,80,5598,Competitor,Competitor had better devices
9546-CQJSU,Q3,1,Churned,Yes,1,80,5100,Competitor,Competitor had better devices
2951-QOQTK,Q3,2,Churned,Yes,1,72,5436,Competitor,Competitor offered higher download speeds
3473-XIIIT,Q3,1,Churned,Yes,1,68,3794,Competitor,Competitor had better devices
7893-IXHRQ,Q3,2,Churned,Yes,1,87,5636,Attitude,Attitude of service provider
2952-QAYZF,Q3,1,Churned,Yes,1,81,2264,Competitor,Competitor had better devices
4763-PGDPO,Q3,1,Churned,Yes,1,88,4494,Competitor,Competitor had better devices
5394-SVGJV,Q3,1,Churned,Yes,1,82,3066,Competitor,Competitor made better offer
9283-LZQOH,Q3,1,Churned,Yes,1,89,3687,Competitor,Competitor made better offer
7079-QRCBC,Q3,1,Churned,Yes,1,85,4016,Competitor,Competitor had better devices
5469-CTCWN,Q3,1,Churned,Yes,1,92,4334,Competitor,Competitor offered higher download speeds
9851-QXEEQ,Q3,1,Churned,Yes,1,84,3316,Competitor,Competitor had better devices
5208-HFSBT,Q3,1,Churned,Yes,1,81,5855,Competitor,Competitor had better devices
2667-WYLWJ,Q3,3,Churned,Yes,1,89,2247,Price,Long distance charges
1092-GANHU,Q3,2,Churned,Yes,1,87,3182,Competitor,Competitor offered more data
7881-EVUAD,Q3,2,Churned,Yes,1,79,4648,Competitor,Competitor offered more data
5766-XQXMQ,Q3,1,Churned,Yes,1,79,5449,Competitor,Competitor made better offer
3703-VAVCL,Q3,2,Churned,Yes,1,91,3902,Competitor,Competitor made better offer
8519-QJGJD,Q3,2,Churned,Yes,1,71,4995,Attitude,Attitude of service provider
6326-MTTXK,Q3,2,Churned,Yes,1,90,3849,Attitude,Attitude of service provider
0330-IVZHA,Q3,2,Churned,Yes,1,81,2969,Attitude,Attitude of service provider
2886-KEFUM,Q3,3,Churned,Yes,1,96,6144,Attitude,Attitude of support person
4237-RLAQD,Q3,2,Churned,Yes,1,94,5930,Attitude,Attitude of support person
9651-GTSAQ,Q3,3,Churned,Yes,1,94,4471,Attitude,Attitude of support person
3186-BAXNB,Q3,3,Churned,Yes,1,71,4319,Attitude,Attitude of service provider
0637-YLETY,Q3,1,Churned,Yes,1,96,5915,Attitude,Attitude of service provider
1157-BQCUW,Q3,1,Churned,Yes,1,82,2591,Competitor,Competitor had better devices
2003-CKLOR,Q3,2,Churned,Yes,1,73,4001,Other,Moved
9254-RBFON,Q3,2,Churned,Yes,1,91,5160,Competitor,Competitor had better devices
1205-WNWPJ,Q3,3,Churned,Yes,1,91,4661,Other,Moved
8387-MOJJT,Q3,1,Churned,Yes,1,82,5396,Competitor,Competitor made better offer
6032-KRXXO,Q3,2,Churned,Yes,1,84,5654,Competitor,Competitor made better offer
7459-RRWQZ,Q3,1,Churned,Yes,1,89,4780,Competitor,Competitor made better offer
3092-IGHWF,Q3,2,Churned,Yes,1,65,4421,Competitor,Competitor made better offer
6352-TWCAU,Q3,1,Churned,Yes,1,68,5874,Competitor,Competitor made better offer
2929-QNSRW,Q3,1,Churned,Yes,1,90,4886,Competitor,Competitor made better offer
1262-OPMFY,Q3,3,Churned,Yes,1,92,5105,Competitor,Competitor made better offer
1899-VXWXM,Q3,1,Churned,Yes,1,89,5898,Other,Don't know
3331-HQDTW,Q3,1,Churned,Yes,1,89,3410,Competitor,Competitor made better offer
5442-XSDCW,Q3,1,Churned,Yes,1,91,3469,Competitor,Competitor made better offer
3049-NDXFL,Q3,3,Churned,Yes,1,89,2850,Competitor,Competitor made better offer
7963-GQRMY,Q3,2,Churned,Yes,1,88,4903,Price,Extra data charges
1228-FZFRV,Q3,1,Churned,Yes,1,79,5536,Price,Extra data charges
2058-DCJBE,Q3,1,Churned,Yes,1,91,3965,Competitor,Competitor had better devices
5364-XYIRR,Q3,1,Churned,Yes,1,91,4747,Competitor,Competitor had better devices
4829-AUOAX,Q3,2,Churned,Yes,1,77,2712,Price,Extra data charges
9158-VCTQB,Q3,1,Churned,Yes,1,96,4963,Price,Extra data charges
6311-UEUME,Q3,2,Churned,Yes,1,90,3249,Price,Extra data charges
6839-ITVZJ,Q3,2,Churned,Yes,1,71,2039,Other,Don't know
0375-HVGXO,Q3,3,Churned,Yes,1,81,4476,Other,Don't know
8593-WHYHV,Q3,1,Churned,Yes,1,67,4934,Other,Don't know
6097-EQISJ,Q3,1,Churned,Yes,1,82,4688,Competitor,Competitor had better devices
4423-YLHDV,Q3,1,Churned,Yes,1,67,5570,Attitude,Attitude of support person
0107-YHINA,Q3,1,Churned,Yes,1,93,4214,Competitor,Competitor had better devices
8640-SDGKB,Q3,2,Churned,Yes,1,69,3633,Attitude,Attitude of support person
4116-TZAQJ,Q3,1,Churned,Yes,1,76,5393,Attitude,Attitude of support person
3877-JRJIP,Q3,2,Churned,Yes,1,71,4017,Attitude,Attitude of support person
7511-YMXVQ,Q3,1,Churned,Yes,1,81,5028,Competitor,Competitor had better devices
7551-JOHTI,Q3,2,Churned,Yes,1,77,5211,Attitude,Attitude of support person
9804-ICWBG,Q3,2,Churned,Yes,1,88,3349,Attitude,Attitude of support person
5318-IXUZF,Q3,2,Churned,Yes,1,72,4149,Other,Don't know
3198-VELRD,Q3,1,Churned,Yes,1,91,2014,Competitor,Competitor had better devices
9436-ZBZCT,Q3,2,Churned,Yes,1,90,5463,Attitude,Attitude of support person
7198-GLXTC,Q3,3,Churned,Yes,1,92,5239,Attitude,Attitude of support person
0516-VRYBW,Q3,3,Churned,Yes,1,85,4931,Attitude,Attitude of support person
8380-PEFPE,Q3,1,Churned,Yes,1,93,2377,Competitor,Competitor had better devices
5687-DKDTV,Q3,3,Churned,Yes,1,76,5984,Attitude,Attitude of support person
7530-HDYDS,Q3,2,Churned,Yes,1,70,2885,Attitude,Attitude of support person
3096-IZETN,Q3,3,Churned,Yes,1,89,4741,Attitude,Attitude of support person
5922-ABDVO,Q3,3,Churned,Yes,1,74,3046,Attitude,Attitude of support person
9172-ANCRX,Q3,1,Churned,Yes,1,68,5561,Attitude,Attitude of support person
6910-HADCM,Q3,2,Churned,Yes,1,67,5613,Attitude,Attitude of support person
4816-LXZYW,Q3,1,Churned,Yes,1,68,5216,Competitor,Competitor had better devices
4911-BANWH,Q3,3,Churned,Yes,1,74,4198,Attitude,Attitude of support person
8496-EJAUI,Q3,3,Churned,Yes,1,89,2251,Attitude,Attitude of support person
6365-MTGZX,Q3,1,Churned,Yes,1,71,3068,Competitor,Competitor had better devices
1349-WXNGG,Q3,2,Churned,Yes,1,66,4710,Attitude,Attitude of support person
6990-YNRIO,Q3,1,Churned,Yes,1,79,6120,Attitude,Attitude of support person
0621-TWIEM,Q3,1,Churned,Yes,1,67,4097,Attitude,Attitude of support person
2485-ITVKB,Q3,2,Churned,Yes,1,78,2643,Attitude,Attitude of support person
3669-OYSJI,Q3,2,Churned,Yes,1,76,4167,Attitude,Attitude of support person
1612-EOHDH,Q3,3,Churned,Yes,1,89,5828,Attitude,Attitude of support person
7517-SAWMO,Q3,2,Churned,Yes,1,90,4718,Attitude,Attitude of support person
4143-HHPMK,Q3,3,Churned,Yes,1,91,6402,Attitude,Attitude of support person
7054-LGEQW,Q3,2,Churned,Yes,1,69,4888,Attitude,Attitude of support person
0923-PNFUB,Q3,2,Churned,Yes,1,65,4852,Attitude,Attitude of support person
3494-JCHRQ,Q3,2,Churned,Yes,1,69,2699,Attitude,Attitude of support person
6474-FVJLC,Q3,2,Churned,Yes,1,77,4546,Attitude,Attitude of support person
4547-LYTDD,Q3,1,Churned,Yes,1,73,2850,Competitor,Competitor had better devices
6770-XUAGN,Q3,2,Churned,Yes,1,90,3753,Attitude,Attitude of support person
3143-ILDAL,Q3,3,Churned,Yes,1,96,4830,Attitude,Attitude of support person
4720-VSTSI,Q3,2,Churned,Yes,1,66,3997,Attitude,Attitude of support person
3946-MHCZW,Q3,1,Churned,Yes,1,83,5111,Attitude,Attitude of support person
6651-AZVTJ,Q3,1,Churned,Yes,1,83,6088,Attitude,Attitude of support person
4566-GOLUK,Q3,2,Churned,Yes,1,91,3620,Attitude,Attitude of support person
2484-DGXPZ,Q3,3,Churned,Yes,1,67,2687,Attitude,Attitude of support person
4587-NUKOX,Q3,1,Churned,Yes,1,74,5339,Attitude,Attitude of support person
0420-BWTPW,Q3,2,Churned,Yes,1,78,5578,Attitude,Attitude of support person
8183-ONMXC,Q3,3,Churned,Yes,1,87,2176,Competitor,Competitor made better offer
9614-RMGHA,Q3,3,Churned,Yes,1,82,5530,Competitor,Competitor made better offer
5054-IEXZT,Q3,3,Churned,Yes,1,90,5284,Competitor,Competitor made better offer
5834-ASPWA,Q3,3,Churned,Yes,1,74,5518,Competitor,Competitor made better offer
